Gene	Normal	Tumour	FDR	AveExpr	P value	Normal-1	Normal-2	Normal-3	Normal-4	Normal-5	Tumour-1	Tumour-2	Tumour-3	Tumour-4	Tumour-5	Normal-1 CPM	Normal-2 CPM	Normal-3 CPM	Normal-4 CPM	Normal-5 CPM	Tumour-1 CPM	Tumour-2 CPM	Tumour-3 CPM	Tumour-4 CPM	Tumour-5 CPM
ADIPOR2	0	-0.434882390302109	0.647441922245961	7.60933850343108	0.375274942572208	9030	4174	18773	7391	13068	6575	7536	5130	20910	8056	204.630	139.417	353.224	115.998	261.607	154.934	133.673	98.429	320.091	137.686
ADM	0	-0.697255100221786	0.647650129666381	5.47392793401859	0.375494042354442	4103	1260	2377	459	3977	266	112	4865	614	2683	92.978	42.086	44.725	7.204	79.615	6.268	1.987	93.345	9.399	45.856
APRT	0	0.352906842767	0.647650129666381	5.7471207503854	0.375468567450229	1936	1853	1825	4017	1973	1531	5004	2071	4576	3742	43.872	61.893	34.338	63.045	39.497	36.077	88.761	39.736	70.050	63.955
GOLGA4	0	-0.407418617610083	0.647650129666381	7.63113258031044	0.375490579423025	9215	4695	14869	14708	11787	5978	5423	6012	13642	16677	208.822	156.819	279.768	230.834	235.963	140.866	96.193	115.352	208.832	285.029
KIAA0415	0	0.423568996886332	0.647723073491723	4.47700570502544	0.375569143058441	1030	748	640	1233	870	985	744	2317	1907	869	23.341	24.984	12.042	19.351	17.416	23.211	13.197	44.456	29.192	14.852
BICC1	0	-0.52562160043092	0.647836320795977	3.8520119629952	0.375667622351958	935	303	978	882	980	542	155	314	634	1583	21.188	10.121	18.402	13.843	19.619	12.772	2.749	6.025	9.705	27.055
PBX1	0	0.484623300576849	0.648008814758447	7.94607652421734	0.375801849304307	6690	6571	8148	20087	10621	16241	3517	5582	19394	34517	151.603	219.480	153.309	315.254	212.621	382.704	62.384	107.102	296.884	589.935
SLC35E2	0	-0.658007619690419	0.648008814758447	1.71579097175799	0.375866119835831	83.8	73.19	143.21	477.83	281.54	210.05	32.88	68.24	200.48	170.67	1.899	2.445	2.695	7.499	5.636	4.950	0.583	1.309	3.069	2.917
SAMM50	0	-0.357680684942428	0.648008814758447	5.98249179510334	0.375861062019193	2520.98	1986	4747	3264	4224	2702	3573.77	2443	2481	3598	57.128	66.335	89.317	51.227	84.560	63.670	63.391	46.874	37.979	61.494
KIAA1161	0	-0.418748433998827	0.648280593228408	4.34630451161277	0.376056597794131	821	534	1761	1046	1343	1044	616	706	1057	1254	18.605	17.836	33.134	16.416	26.885	24.601	10.927	13.546	16.181	21.432
CYHR1	0	0.393688587647553	0.64844944547384	5.00699787256862	0.376220238499512	964	1036	1323	1958	1435	2761	727	1877	3115	1347	21.845	34.604	24.893	30.730	28.727	65.060	12.896	36.014	47.685	23.022
C17orf108	0	-0.593289834843972	0.64844944547384	3.87451286429373	0.376191814564388	699	827	832.82	610	1004	487.97	64	174	739	1785.68	15.840	27.623	15.670	9.574	20.099	11.499	1.135	3.339	11.313	30.519
RBL2	0	-0.440228362826224	0.648688544059672	7.21038530644696	0.376394845977596	6446.9	3794.84	12155.64	9573.85	9122.75	12261.76	3592.44	2525.78	6074.74	8442.9	146.094	126.753	228.715	150.256	182.628	288.937	63.723	48.462	92.992	144.299
SLC5A3	0	-0.42847036088193	0.648688544059672	6.29286439326644	0.376453030662076	2894.76	1196.59	6788.85	7484.81	4462.14	1824.39	3938.78	4858.6	1833.5	5092.64	65.598	39.968	127.736	117.470	89.327	42.990	69.866	93.222	28.067	87.039
GPR137C	0	0.601481367606276	0.648688544059672	1.33764051022356	0.376457534661719	74	75	109	159	67	133	221	111	147	199	1.677	2.505	2.051	2.495	1.341	3.134	3.920	2.130	2.250	3.401
LOC388428	0	-1.0949093114516	0.648723084415927	-4.11517702128205	0.376510439734459	2	1	2	0	1	1	1	0	0	1	0.045	0.033	0.038	0.000	0.020	0.024	0.018	0.000	0.000	0.017
EFHC1	0	-0.430276121422935	0.64909707113001	3.85474174332829	0.376760375751129	594	692	734	1175	791	560	824	263	988	809	13.461	23.114	13.811	18.441	15.835	13.196	14.616	5.046	15.124	13.827
GRIN1	0	0.938902217079299	0.649161527828761	-0.184393197085881	0.37683067110311	6	37	0	105	10	41	13	5	164	109	0.136	1.236	0.000	1.648	0.200	0.966	0.231	0.096	2.511	1.863
ZNF609	0	0.341197219018116	0.649207554892463	6.21608795712086	0.376890273863971	2658	1503	3321	6282	2954	3050	4660	3262	7333	5009	60.233	50.202	62.486	98.593	59.136	71.870	82.659	62.588	112.254	85.610
PLD4	0	0.989452240237275	0.649226330395022	1.90140563554955	0.376934059314545	140	144	3	249	70	81	46	5	1555	7	3.173	4.810	0.056	3.908	1.401	1.909	0.816	0.096	23.804	0.120
NUDT12	0	-0.42600457996684	0.649740855291396	4.38655366587965	0.377265698723801	823	833	981	2356	1057	1175	801	267	1455	1243	18.650	27.823	18.458	36.976	21.160	27.688	14.208	5.123	22.273	21.244
EIF3C	0	0.498369006971626	0.64978196342279	4.10442077295749	0.377322481444578	996.97	143.38	561.74	1508.76	498.36	1142.33	324.86	1236.95	1031.33	1569.74	22.592	4.789	10.569	23.679	9.977	26.918	5.762	23.733	15.788	26.829
LRRC7	0	1.1210382286898	0.650208927596029	-3.16367854372886	0.377603350971962	0	3	4	1	2	0	4	17	5	0	0.000	0.100	0.075	0.016	0.040	0.000	0.071	0.326	0.077	0.000
ZNF295	0	-0.362419006262838	0.65022468791479	5.14555646952954	0.377711311974816	2479	1109	2112	3061	989	972	1590	1741	2712	1606	56.177	37.042	39.738	48.041	19.799	22.904	28.203	33.405	41.515	27.448
CHRAC1	0	0.350181390353921	0.65022468791479	5.00140467543438	0.377690404807318	1260	1159	1490	1546	1137	1830	2530	1548	2550	1323	28.553	38.712	28.035	24.264	22.762	43.122	44.877	29.701	39.035	22.612
PITPNM2	0	-0.487009705664003	0.65022468791479	3.70903547050265	0.377669783974901	836	604	783	476	737	185	930	771	752	344	18.945	20.174	14.733	7.471	14.754	4.359	16.496	14.793	11.512	5.879
HDX	0	0.579142121356799	0.650299999854847	1.96665535230855	0.377788000118288	112	88	144	284	154	85	410	207	342	255	2.538	2.939	2.709	4.457	3.083	2.003	7.273	3.972	5.235	4.358
MYO9A	0	-0.394460172928088	0.650695338099375	5.33767571206033	0.37805062952081	2089	798	3198	3035	2151	1914	3274	780	1565	1880	47.339	26.654	60.172	47.633	43.061	45.102	58.074	14.966	23.957	32.131
SYTL1	0	0.725242153684368	0.650896638840135	3.81426429363704	0.378200554357977	274	612	9	1780	194	1446	191	407	2604	382	6.209	20.442	0.169	27.936	3.884	34.074	3.388	7.809	39.862	6.529
XPO7	0	0.387850672310528	0.65119186378891	6.881794959109	0.37840507858304	4269	2637	5920	6804	5245	9311	11296	3437	6923	4766	96.740	88.079	111.388	106.785	104.999	219.405	200.368	65.946	105.978	81.456
DENND4A	0	-0.35104816618309	0.651319942973956	4.93824332434863	0.378512496491753	1833	1026.83	1663.44	2231.83	1516.86	975.78	1263	1090.87	2082.08	2074	41.538	34.298	31.299	35.027	30.366	22.993	22.403	20.931	31.873	35.447
CCND1	0	0.520830916647194	0.651374647849403	8.14462101385562	0.378655556112066	8623.83	10197.09	5541.5	14578.82	16203.28	38222.28	4565	6019.86	13757.73	23114.18	195.425	340.597	104.266	228.806	324.372	900.671	80.974	115.503	210.604	395.048
BPHL	0	-0.428078114915678	0.651374647849403	4.8812005342767	0.378742254212506	1000	633	2708	1681	2095	690	2042	1588	778	1553	22.661	21.143	50.953	26.382	41.940	16.259	36.221	30.469	11.910	26.543
ZNF536	0	1.10122677799754	0.651374647849403	-3.39423824947496	0.378690019782835	0	2	2	1	3	10	0	4	0	5	0.000	0.067	0.038	0.016	0.060	0.236	0.000	0.077	0.000	0.085
POLR1D	0	0.389648922152876	0.651374647849403	6.34180192789694	0.378718986897082	2609	1908	4033	4316	4094	2869	10808	2901	5671	3207	59.123	63.730	75.883	67.737	81.957	67.605	191.712	55.661	86.812	54.811
ERRFI1	0	0.48102180023056	0.651374647849403	7.18393730166433	0.378697396537318	5758	2900	6897	12912	2825	2335	21439	10522	8056	3673	130.482	96.864	129.771	202.647	56.553	55.022	380.285	201.885	123.322	62.776
P4HTM	0	0.532153645124284	0.651374647849403	4.52244373885934	0.378608612137424	771	680	679	1721	829	1252	166	383	4112	2175	17.472	22.713	12.776	27.010	16.596	29.502	2.945	7.349	62.947	37.173
PRPF40B	0	0.489552866816355	0.651416978305265	3.85334890672277	0.378799863790115	450.42	459.48	350.26	1338.36	473.79	1009.1	176.54	1092.09	1186.93	1032.76	10.207	15.347	6.590	21.005	9.485	23.778	3.131	20.954	18.170	17.651
GGT1	0	-0.978408727766496	0.651598444816739	5.26348818998348	0.378938392510433	109	646	14	16595	120	370	61	4147	420	1385	2.470	21.577	0.263	260.449	2.402	8.719	1.082	79.568	6.429	23.671
TPTE	0	0.957675310701181	0.651599124636948	-3.42413091335703	0.378983848663745	2.83	0	1.27	4.34	1	5.89	5.2	4.2	0	2.97	0.064	0.000	0.024	0.068	0.020	0.139	0.092	0.081	0.000	0.051
DISP1	0	-0.490824435704377	0.651599124636948	3.43612245742416	0.379004799321552	589	324	652	567	838	666	462	144	526	623	13.347	10.822	12.268	8.899	16.776	15.694	8.195	2.763	8.052	10.648
RAP1B	0	-0.369332598396545	0.651653500094964	6.98413510079662	0.379069435472119	7599	4650	7822	5395	7403	4665	5372	3497	10308	7318	172.202	155.316	147.175	84.672	148.200	109.926	95.288	67.097	157.795	125.073
TGM3	0	0.917743289630632	0.651769267850026	-2.07460399781234	0.379169792384639	4	3	0	29	4	29	6	1	26	9	0.091	0.100	0.000	0.455	0.080	0.683	0.106	0.019	0.398	0.154
ADRA2B	0	-0.726364443199016	0.651775817133067	0.66994425483834	0.379338675861561	70	50	93	93	154	14	127	113	42	12	1.586	1.670	1.750	1.460	3.083	0.330	2.253	2.168	0.643	0.205
SCYL2	0	0.35704818485163	0.651775817133067	6.03577325083277	0.379237171400959	2314	1549	2525	5884	2456	4493	3827	2451	3191	5640	52.438	51.739	47.509	92.346	49.166	105.873	67.883	47.027	48.848	96.394
MYO5C	0	-0.385479406330688	0.651775817133067	5.91202000129843	0.379272465239535	2855.23	2559.53	2680.58	6797.23	2272.05	1624.29	2446.85	1177.32	7550.43	2754.34	64.703	85.492	50.437	106.679	45.484	38.275	43.402	22.589	115.582	47.075
DUSP16	0	0.490497549622417	0.651775817133067	7.04049448819116	0.379326486672738	3585	4735	1863	17416	2174	8958	3375	2809	16647	11984	81.240	158.156	35.053	273.334	43.521	211.087	59.866	53.896	254.833	204.820
LSM11	0	0.467215978174984	0.651775817133067	3.20256660928836	0.379277042479775	275	249	359	590	417	314	499	436	867	868	6.232	8.317	6.755	9.260	8.348	7.399	8.851	8.366	13.272	14.835
MACC1	0	0.588549627646226	0.652011589260315	4.83065997992532	0.379508923725574	875	1213	188	3564	237	178	3290	2053	2113	1838	19.828	40.516	3.537	55.935	4.744	4.194	58.358	39.391	32.346	31.414
C2orf44	0	0.455491597412999	0.652133477353786	3.77205775510074	0.379612902530124	490	368	563	751	599	1045	1390	632	431	596	11.104	12.292	10.593	11.787	11.991	24.624	24.656	12.126	6.598	10.186
C21orf81	0	-0.905642730369852	0.652144592425105	-2.99990857831299	0.37965240607546	4	2	11	8	3	1	5	1	0	9	0.091	0.067	0.207	0.126	0.060	0.024	0.089	0.019	0.000	0.154
ZNF584	0	0.457151101439225	0.652188226238577	3.31921540807725	0.379710843500466	353	296	453	599	329	578	872	521	781	375	7.999	9.887	8.523	9.401	6.586	13.620	15.468	9.996	11.956	6.409
CRYBA1	0	1.53318127535827	0.652210592160967	-4.34350736588024	0.37978993858183	0	0	0	0	1	4	0	0	0	0	0.000	0.000	0.000	0.000	0.020	0.094	0.000	0.000	0.000	0.000
C1orf14	0	1.38055917045526	0.652210592160967	-4.13693761934046	0.379788131743149	0	0	2	0	0	0	4	0	4	0	0.000	0.000	0.038	0.000	0.000	0.000	0.071	0.000	0.061	0.000
ATP5L2	0	1.21748856116442	0.652284038016983	-4.00824046166865	0.379865747395464	0	0	3	0	0	1	1	4	3	0	0.000	0.000	0.056	0.000	0.000	0.024	0.018	0.077	0.046	0.000
CCR9	0	-0.996428885638824	0.653197147468661	-3.56838689857685	0.380430594752035	4	5	0	3	2	1	1	1	6	0	0.091	0.167	0.000	0.047	0.040	0.024	0.018	0.019	0.092	0.000
ZNF512	0	-0.398396993059242	0.653446848136069	5.30708533464363	0.380609123022827	1595.39	1586	2162.1	3359	2271.82	2090.44	417	2313	2274	1961.32	36.153	52.975	40.681	52.718	45.479	49.259	7.397	44.379	34.810	33.521
WIPF1	0	-0.395184890278365	0.653459253054013	6.07868629437015	0.380649448390292	4416	2466	3759	1949	4747	3241	2398	1306	4960	4378	100.071	82.368	70.728	30.588	95.030	76.371	42.536	25.058	75.928	74.825
ARL1	0	0.3625427371727	0.653567821570078	7.07636535472642	0.380745796569621	4911	3912	5123	9182	5842	8816	6744	3625	10776	11774	111.289	130.666	96.392	144.106	116.951	207.741	119.625	69.553	164.959	201.231
LUC7L3	0	0.427725730354443	0.653613058139347	6.95441364683663	0.380805257558443	3290	3763	6331	5821	5861	4865	16284	3019	4191	10144	74.555	125.689	119.121	91.357	117.331	114.639	288.845	57.926	64.156	173.373
DHX16	0	0.334719704943142	0.653705519625505	5.34743168386403	0.380892239502188	1764	1266	1404	2788	1562	1704	2945	2061	2226	3330	39.974	42.286	26.417	43.756	31.270	40.153	52.238	39.544	34.076	56.913
TMEM14B	0	0.442551561742199	0.653766184222554	5.92033298717868	0.380960702223496	1834	1631	3559	2241	2730	1136	9267	3209	2180	3061.92	41.560	54.478	66.965	35.171	54.652	26.769	164.378	61.571	33.372	52.332
IYD	0	1.3788001349445	0.653786695886733	4.02333416683776	0.381005771258073	4	35	0	3151	6	138	2	6	40	6264	0.091	1.169	0.000	49.453	0.120	3.252	0.035	0.115	0.612	107.059
RAD52	0	0.556142437154648	0.653925092722206	3.00329834272173	0.381119548012446	288	165	315	628	247	240	1441	189	525.17	251	6.526	5.511	5.927	9.856	4.945	5.655	25.560	3.626	8.039	4.290
MTCP1NB	0	0.527170821381561	0.653964869349069	4.17518039897791	0.381175856123986	733.24	452.31	783.29	717.54	786.11	325.5	3558.52	376.56	1153.14	563.69	16.616	15.108	14.738	11.261	15.737	7.670	63.121	7.225	17.652	9.634
KDM4D	0	0.606374566109994	0.654002765309335	0.972270476636332	0.381231071987632	57	45	88	85	89	113	175	69	156	125	1.292	1.503	1.656	1.334	1.782	2.663	3.104	1.324	2.388	2.136
RNLS	0	-0.530080113138706	0.654092620414305	3.22559931090082	0.381316582329462	335	296	730	739	587	59	425	331	723	656	7.591	9.887	13.735	11.598	11.751	1.390	7.539	6.351	11.068	11.212
POLR3A	0	0.374420861518592	0.654374153410456	4.85328506221644	0.381547000299248	1011	687	1272	2225	1116	2449	979	1402	1847	1943	22.910	22.947	23.933	34.920	22.341	57.708	17.365	26.900	28.274	33.208
GDEP	0	-1.34788389181555	0.654374153410456	-4.41311397719066	0.381543742767588	1	0	0	0	2	0	0	0	0	1	0.023	0.000	0.000	0.000	0.040	0.000	0.000	0.000	0.000	0.017
MMP12	0	-0.825064006934793	0.654505613949907	0.353539989312029	0.381656804163273	65	155	1	65	52	39	90	57	14	31	1.473	5.177	0.019	1.020	1.041	0.919	1.596	1.094	0.214	0.530
LARS2	0	0.3913398984923	0.654563819845979	4.65147973616602	0.381723901220077	825	773	913	2049	884	1495	619	1267	2169	2245	18.695	25.819	17.179	32.158	17.697	35.228	10.980	24.310	33.203	38.370
C7orf29	0	0.480406831632785	0.654771024842732	2.9732009344817	0.381877903963085	302	261	252	485	277	375	307	594	808	421	6.844	8.718	4.742	7.612	5.545	8.837	5.446	11.397	12.369	7.195
IHH	0	1.13612305603202	0.654817186569252	-4.2043225338614	0.381981237690442	1	0	0	0	1	1	3	0	1	1	0.023	0.000	0.000	0.000	0.020	0.024	0.053	0.000	0.015	0.017
IL15	0	-0.696667351607814	0.654817186569252	1.56551654870868	0.38240444708541	161	200	220	63	139	61	86	38	475	43	3.648	6.680	4.139	0.989	2.783	1.437	1.525	0.729	7.271	0.735
P2RY11	0	1.00466607198374	0.654817186569252	1.00419947493179	0.382188716903624	123.03	16.26	0	187.31	28.79	197.69	0	198.62	172.14	116.02	2.788	0.543	0.000	2.940	0.576	4.658	0.000	3.811	2.635	1.983
SPRR3	0	-1.45328307093297	0.654817186569252	-1.90421042086442	0.382221182742841	0	1	0	115	0	4	0	10	0	16	0.000	0.033	0.000	1.805	0.000	0.094	0.000	0.192	0.000	0.273
GDF11	0	0.523698270542478	0.654817186569252	2.41608634837714	0.381959358959074	172.45	162.28	201.9	275.67	226.83	326.73	208.38	341.19	360.69	435.53	3.908	5.420	3.799	4.326	4.541	7.699	3.696	6.546	5.521	7.444
MCF2L2	0	-0.811697320544723	0.654817186569252	-1.57873332857406	0.38214561354015	10	11	4	75	9	3	36.09	5	9	6	0.227	0.367	0.075	1.177	0.180	0.071	0.640	0.096	0.138	0.103
TNRC6A	0	-0.362555650845652	0.654817186569252	6.24471112846505	0.382260333506686	3385	2252	6027	3849	4584	3872	4661	1908	3655	3821	76.708	75.220	113.401	60.408	91.767	91.240	82.677	36.609	55.951	65.305
UBA5	0	0.358433373664071	0.654817186569252	5.62021873865998	0.382349057483587	1566.07	1502	2152.02	3237.08	2061.01	1740	5970	1761	2961.04	2750.12	35.489	50.169	40.491	50.804	41.259	41.001	105.896	33.788	45.328	47.003
JAGN1	0	0.346287191079525	0.654817186569252	5.44271446988679	0.382133524027067	1622	1249	2163	2384	1758	1396	4203	2409	3405	2022	36.756	41.718	40.698	37.416	35.193	32.895	74.553	46.221	52.124	34.558
ZNF496	0	0.432854961066078	0.654817186569252	3.71719860605876	0.382020099263793	486	364	516	975	435	542	683	1137	1212	531	11.013	12.158	9.709	15.302	8.708	12.772	12.115	21.816	18.553	9.075
ST7OT1	0	-0.695814441330152	0.654817186569252	0.989575732327952	0.382435526347051	72.38	136.8	149.23	143.93	56.89	14.22	164.53	44.67	185.94	30.87	1.640	4.569	2.808	2.259	1.139	0.335	2.918	0.857	2.846	0.528
GBP6	0	0.807081552534074	0.654817186569252	-0.793382191537257	0.382356822732377	3	22	3	71	9	59	38	9	74	11	0.068	0.735	0.056	1.114	0.180	1.390	0.674	0.173	1.133	0.188
SLC25A45	0	-0.491879798686342	0.654817186569252	2.7692135112286	0.382119596561739	296	333	350	669	295	273	370	176	415	322	6.708	11.123	6.585	10.500	5.906	6.433	6.563	3.377	6.353	5.503
C17orf67	0	0.685877432975507	0.654817186569252	0.439997369541048	0.382188841859176	23	46	62	50	54	178	38	42	47	108	0.521	1.536	1.167	0.785	1.081	4.194	0.674	0.806	0.719	1.846
CYB5RL	0	-0.572998134266038	0.654817186569252	2.11457928451116	0.382275197649239	176	125	373	259	292	256	139	206	122	163	3.988	4.175	7.018	4.065	5.846	6.032	2.466	3.953	1.868	2.786
C6orf35	0	-0.405195724181004	0.654817186569252	4.38835543124172	0.3824295694955	1153	780	1100	1314	1298	601	1355	418	1081	1542	26.128	26.053	20.697	20.623	25.985	14.162	24.035	8.020	16.548	26.355
MRPS5	0	0.366988394723818	0.654873291437119	5.20749422555403	0.382501465077572	1409	978	1664	1987	1709	1255	3032	3225	1682	1783	31.929	32.667	31.309	31.185	34.212	29.573	53.782	61.878	25.748	30.473
PTTG1IP	0	0.419215354516618	0.655198135089124	8.305471750658	0.382725183470041	11388	11611	9122	22990	11187	9138	16324	31918	18504	20311	258.064	387.823	171.635	360.815	223.952	215.328	289.555	612.410	283.260	347.138
CNNM1	0	0.718440449872947	0.655198135089124	1.00211257438885	0.382765732571242	94	47	36	113	72	27	441	64	66	71	2.130	1.570	0.677	1.773	1.441	0.636	7.822	1.228	1.010	1.213
OTOS	0	-1.40645040471942	0.655198135089124	-4.01553538409326	0.38279076537929	0	6	1	0	0	1	0	2	0	0	0.000	0.200	0.019	0.000	0.000	0.024	0.000	0.038	0.000	0.000
SNX3	0	-0.421027260186995	0.655243965249534	7.57592975247332	0.382850731392634	9503	5615	14963	7498	13057	3544	15115	5430	9245	11956	215.348	187.549	281.537	117.677	261.387	83.511	268.110	104.185	141.523	204.342
CMTM1	0	0.533476463572156	0.655523707180127	2.47980709325582	0.38304738557542	208	157	200	273	241	383	372	180	246	565	4.714	5.244	3.763	4.285	4.825	9.025	6.599	3.454	3.766	9.656
SNX12	0	0.456593336835718	0.655549339235402	3.63237032215216	0.383095569180369	457	401	370	969	398	566	375	1239	967	669	10.356	13.394	6.962	15.208	7.968	13.337	6.652	23.773	14.803	11.434
FBXO28	0	0.328499666122173	0.65564881538156	6.20104419575355	0.383186912768333	2977	1862	3299	4655	3127	4530	4305	2789	7111	3964	67.462	62.193	62.072	73.058	62.599	106.745	76.362	53.512	108.855	67.749
PCDHGA12	0	-0.627427989930217	0.655681281148057	2.48571712428562	0.383239099542469	445.08	211.07	228.51	116.3	505.21	98	62.46	295.61	206.69	515.63	10.086	7.050	4.300	1.825	10.114	2.309	1.108	5.672	3.164	8.813
NLGN4Y	0	-1.11028959847017	0.655945142602583	-3.39877307997084	0.383442070361703	2	0	8	7	3	3	0	0	0	6	0.045	0.000	0.151	0.110	0.060	0.071	0.000	0.000	0.000	0.103
PCDHA7	0	-0.677879599323073	0.655945142602583	-0.833468720450829	0.383459775644636	29.38	27.86	30.74	26	33.66	8	9.25	43.11	23.98	22.61	0.666	0.931	0.578	0.408	0.674	0.189	0.164	0.827	0.367	0.386
ATF4	0	0.418001396938719	0.656060070765276	8.44654673026974	0.383593425025001	16307	11213	14133	15359	12761	15586	40598	16482	17170	17549	369.534	374.530	265.920	241.051	255.461	367.269	720.127	316.240	262.839	299.932
TMEM201	0	0.429105848105005	0.656060070765276	3.95924630891282	0.38356623386935	529	589	614	978	470	662	1382	1170	1132	460	11.988	19.673	11.553	15.349	9.409	15.599	24.514	22.449	17.329	7.862
ATP8A2	0	0.740964617772004	0.656460732323561	0.832705164838098	0.383860940833917	28	125	21	57	50	44	252	18	254	77	0.635	4.175	0.395	0.895	1.001	1.037	4.470	0.345	3.888	1.316
DNAJB2	0	0.440834787693606	0.656570948540446	6.3958157805363	0.384014899394703	3863	2218	2101	6285	3312	6100	982	8608	5244	4095	87.540	74.084	39.531	98.640	66.303	143.741	17.419	165.162	80.275	69.988
POLR3B	0	0.397201259470822	0.656570948540446	4.24008598338829	0.383979334164559	709	475	744	1218	849	844	1980	766	1037	1191	16.067	15.866	13.999	19.116	16.996	19.888	35.121	14.697	15.874	20.356
SPATA24	0	0.664766275522013	0.656570948540446	0.79701936641445	0.384025161726093	57	43	78	71	62	35	77	243	155	48	1.292	1.436	1.468	1.114	1.241	0.825	1.366	4.662	2.373	0.820
LYNX1	0	0.591038530996883	0.656576462473184	4.77500210911286	0.384061644647975	1093	603	1318	992	1117	1954	36	3574	1535	1238	24.769	20.141	24.799	15.569	22.361	46.044	0.639	68.574	23.498	21.159
NCOA7	0	0.557783674368101	0.656837190583337	6.92277662603802	0.384247427517321	4811	2711	5158	7623	3880	878	24347	4290	10361	1247	109.022	90.551	97.051	119.639	77.673	20.689	431.867	82.312	158.607	21.313
CAMK2G	0	-0.380985145853363	0.656943359553647	5.16233122312057	0.384562041580714	1787	1322	1976	2397	2178	1515	502	1980	2110	2257	40.495	44.157	37.180	37.620	43.601	35.700	8.904	37.990	32.300	38.575
